対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
富山,2025/04/28 00:00:00,神奈川県,男,40代,,4: 1000〜2000万円,夫婦,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,食事なし（素泊まり）,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,"レンタカー, 徒歩",0,0,1,0,,,１回目,,,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光, まちあるき、都市散策各種体験（手作り、果物狩りなど）, 趣味を満喫、推し活（好きなアイドル・アニメなどを）応援する, 指導教官の退官講演・パーティーへの出席のため",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Instagram, 宿泊施設のウェブサイト, 宿泊予約Webサイト, 口コミ（家族）, 富山県観光公式のパンフレット",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",,,"1,000円未満","五箇山, 砺波チューリップ公園, 富岩運河環水公園",,,食べていない,食べていない,5,5,,,4,,,,,,,8,,愛犬も一緒に行動できる場所が増えれば、もっと関東から富山に愛犬家が旅行に来ると思います。,宿泊先,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,富山県,女,70代,,1: 300万円未満,夫婦,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,１０回目以上,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,使わない,"1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,"1,000円以上 3,000円未満","雨晴海岸, 海王丸パーク, 新湊大橋",,,"ブリ, 甘エビ, ホタルイカ","甘エビ, ホタルイカ",5,5,,,5,,,天候に恵まれ 美しい自然と美味しい食事,,,,10,,,宿泊先,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,愛知県,男,60代,,2: 300〜599万円,友人・知人,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,夕・朝２食付き,,,,,自家用車,1,0,0,0,0,0,0,"自家用車, 自転車",0,0,0,0,,,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 買い物（工芸品・特産品など）, アウトドア（海水浴、釣り、登山など）, 趣味を満喫、推し活（好きなアイドル・アニメなどを）応援する",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 経験",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,使わない,"雨晴海岸, 海王丸パーク, 五箇山, 新湊きっときと市場, 砺波チューリップ公園",,,"ブリ, シロエビ, ホタルイカ",ブリ,5,5,,,5,,,期待どおりであった,,,,10,,変わらないでほしい,宿泊先,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,茨城県,男,50代,,1: 300万円未満,夫婦,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,朝食のみ,,,,,新幹線,0,0,1,0,0,0,0,"自家用車, 在来線・私鉄・路面電車",0,0,0,0,,,６回目,,,"宿でのんびり過ごす, お祭りやイベントへの参加・見物, その他スポーツ（ゴルフ、テニスなど）, 友人・親戚を訪ねる, 健康を増進する",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"富山県内市町村の観光公式サイト, 蜃気楼マラソン公式ページ, 口コミ（家族）, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,"3,000円以上 5,000円未満",富岩運河環水公園,,,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, 甘エビ",紅ズワイガニ,4,4,,,4,,,富山の、観光にかける熱意は凄い。安定の満足感。蜃気楼マラソン主催者の対応に敬意をはらうも、祭り感がもう少し高ければ言うこと無し。,,,,10,,在来線の利便さがもう少し高まると嬉しい,魚津市,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,岐阜県,女,50代,,2: 300〜599万円,夫婦,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,２回目,,,"地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"YOUTUBE, 口コミ（家族）, 雑誌の特集記事",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",,,"1,000円以上 3,000円未満","新湊大橋, 新湊きっときと市場, 高岡大仏, ほたるいかミュージアム",,,"紅ズワイガニ, シロエビ, ホタルイカ, ゲンゲ, バイガイ","シロエビ, ホタルイカ, ゲンゲ, バイガイ",4,4,,,4,,,道の駅が寂しい。お店が少ない。,,,,5,,全てが少ない。寂しい。つまらない。,宿泊先,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,神奈川県,男,60代,,3: 600〜1000万円,ひとり,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,新幹線,0,0,1,0,0,0,0,在来線・私鉄・路面電車,0,0,0,0,,,４回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, お祭りやイベントへの参加・見物, その他スポーツ（ゴルフ、テニスなど）",0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"Facebook, 富山県観光公式サイト「とやま観光ナビ」, 富山県観光公式のパンフレット",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",,,"10,000円以上 20,000円未満","あさひ舟川「春の四重奏」, 黒部峡谷鉄道, 立山黒部アルペンルート, 富岩運河環水公園",,,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, バイガイ","シロエビ, バイガイ",5,5,,,5,,,魚津マラソンを完走できた。,,,,10,,あまりインバウンドに振り切らずに日本人相手の対応を続けて欲しい。,宿泊先,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,東京都,男,60代,,2: 300〜599万円,夫婦,4泊以上,長野県,,2泊,,夕食のみ,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,２回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,"1,000円以上 3,000円未満","雨晴海岸, 五箇山, 砺波チューリップ公園",,,"フクラギ（イナダ、ハマチ）, 甘エビ",どれにも感動していない,4,4,,,3,,,雲が多く雪の立山連峰が見えなかった,,,,10,,,宿泊先,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,愛知県,女,50代,,3: 600〜1000万円,ひとり,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,夕・朝２食付き,,,,,"在来線, 旅行会社ツアーバス",0,0,0,1,0,1,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,,,１回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡、寺社仏閣の観光, クルーズ・観光船を楽しむ",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊予約Webサイト, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,"50,000円以上 100,000円未満","3,000円以上 5,000円未満","20,000円以上 30,000円未満",,,"10,000円以上 20,000円未満","岩瀬エリア, 富山県美術館, 富山市ガラス美術館, 富岩運河環水公園, ほたるいかミュージアム",,,"ブリ, 紅ズワイガニ, シロエビ, ホタルイカ, バイガイ","シロエビ, ホタルイカ, バイガイ",5,3,,,3,,,富山ならではの海の幸か美味しかった。 富山の皆さん、とても親切で、感じがよかった。,,,,7,,,宿泊先,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,石川県,男,50代,,2: 300〜599万円,子供連れ家族（一番下のお子様が小学生～高校生）,1泊,富山県以外には宿泊しない,,1泊,,食事なし（素泊まり）,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,,,５回目,,,まちあるき、都市散策各種体験（手作り、果物狩りなど）,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,福井県,,"1,000円以上 3,000円未満","10,000円以上 20,000円未満","40,000円以上 50,000円未満",,,"1,000円以上 3,000円未満",八尾地区,,,食べていない,食べていない,4,5,,,5,,,,,,,8,,都市部にはない、自然、町並み、歴史、文化,富山市,,,,,,,,,,,,,,
富山,2025/04/28 00:00:00,埼玉県,男,40代,,4: 1000〜2000万円,子供連れ家族（一番下のお子様が未就学児）,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,夕・朝２食付き,,,,,自家用車,1,0,0,0,0,0,0,"自家用車, 徒歩",0,0,1,0,,,３回目,,,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 工場の見学・体験",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 口コミ（家族）, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,"50,000円以上 100,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",,,"1,000円以上 3,000円未満","あさひ舟川「春の四重奏」, 雨晴海岸, 富山城, ほたるいかミュージアム",,,"ブリ, フクラギ（イナダ、ハマチ）, シロエビ, 甘エビ, ホタルイカ, ウマヅラハギ, ゲンゲ, バイガイ, ヒラメ","ホタルイカ, ウマヅラハギ, ヒラメ",5,3,,,5,,,会社の同僚に会いにきました。 自然がきれい！美しい！ 食べ物が本当に美味しい！,,,,10,,また来る予定です。 富山県サーフでの釣りを計画中。,宿泊先,,,,,,,,,,,,,,
